node_id,mondo_definition,t-SNE 1,t-SNE 2
8046,"Autosomal dominant myoglobinuria is a rare metabolic myopathy characterized by episodic myalgia with myoglobinuria which is induced by fever, viral or bacterial infection, prolonged exercise or alcohol abuse, and could, on occasion, lead to acute renal failure. Between episodes, patients may be asymptomatic or could present elevated creatine kinase levels and mild muscle weakness. There have been no further descriptions in the literature since 1997.",4.0774236,-5.074404
8048_15705_18947,Autosomal dominant centronuclear myopathy (AD-CNM) is an inherited neuromuscular disorder defined by numerous centrally placed nuclei on muscle biopsy and clinical features of a congenital myopathy.,6.9245872,4.3046627
8049_14877,,5.724337,6.440075
8050,"Laing distal myopathy, also called myopathy distal, type 1 (MPD1), is characterized by early-onset selective weakness of the great toe and ankle dorsiflexors, and a very slowly progressive course.",2.7927873,-0.7209296
8051,"Tubular aggregate myopathy is a disorder that affects the skeletal muscles. Signs and symptoms typically begin in childhood and worsen over time. The leg muscles are most often affected, but the arm muscles may also be involved. Symptoms include muscle pain, cramping, weakness or stiffness; and exercise-induced muscle fatigue. Affected individuals may have an unusual walking style (gait) or difficulty running, climbing stairs, or getting up from a squatting position. Some individuals develop contractures. This condition may be caused by mutations in the STIM1 or ORAI1 genes. It is usually inherited in an autosomal dominant manner, but autosomal recessive inheritance has also been reported.",4.531451,-5.0521317
8052,,4.374688,-4.922614
8054_16367_1907,Dermatomyositis (DM) is a type of idiopathic inflammatory myopathy characterized by evocative skin lesions and symmetrical proximal muscle weakness.,2.800759,2.1664903
8055_9715_9710,Myotonia congenita is characterised by slow muscle relaxation associated with hyperexcitation of the muscle fibres.,6.602843,-0.7771007
8057_11525,Any Carney complex in which the cause of the disease is a mutation in the PRKAR1A gene.,2.3698575,-6.804093
8058,"Cylindrical spirals myopathy is a rare form of congenital myopathy characterized by global muscle weakness, hypotonia, myotonia and cramps in the presence of cylindrical, spiral-shaped inclusions (located in the central and/or subsacrolemmal areas of muscle fibers) in skeletal muscle biopsy. Abnormal gait, scoliosis, epileptic encephalopathy and psychomotor delay may be associated.",4.775547,-4.923523
8059,"Naegeli-Franceschetti-Jadassohn (NFJ) syndrome is a rare ectodermal dysplasia that affects the skin, sweat glands, nails, and teeth.",6.6971073,0.9506232
8061,"Nail-patella syndrome (NPS) is a rare hereditary patellar dysostosis characterized by nail hypoplasia or aplasia, aplastic or hypoplastic patellae, elbow dysplasia, and the presence of iliac horns as well as renal and ocular anomalies.",9.863853,0.3171253
8063,,3.798028,-1.8594246
8064,,8.104415,-4.2733197
8065,,6.1420937,-6.7706795
8066,,5.125421,-0.98817074
8068,,-3.9264574,-6.904873
8069,,3.563197,-5.8509507
807,"Allergic reaction to products containing processed natural rubber latex such as rubber gloves, condoms, catheters, dental dams, balloons, and sporting equipment. Both T-cell mediated (hypersensitivity, delayed) and IgE antibody-mediated (hypersensitivity, immediate) allergic responses are possible. Delayed hypersensitivity results from exposure to antioxidants present in the rubber; immediate hypersensitivity results from exposure to a latex protein.",-1.3734037,-2.327595
8071,,2.3764641,-5.5002527
8074,,-3.9264574,-6.904873
8076,,7.4291577,4.475325
8078,,5.5130796,1.018092
8079,,3.502132,-2.8607001
8080,,5.3890963,0.8564572
8081,,3.98701,-1.8445442
8084,,4.8349347,-5.4001217
8085,,-3.9264574,-6.904873
8087,Hereditary neuropathy with liability to pressure palsies (HNPP) is an inherited peripheral nerve disorder characterized by recurrent mononeuropathy usually triggered by minor physical activities.,6.0179443,4.7117424
8088,,4.4816732,-4.860047
8089,,2.0109286,-4.250934
809,"A severe, rapidly fatal reaction occurring most commonly in children following an infectious illness. It is characterized by large, rapidly spreading skin hemorrhages, fever, or shock. Purpura fulminans often accompanies or is triggered by disseminated intravascular coagulation.",1.2962844,3.8390589
8090,A hematologic disorder caused by a mutation in the ELANE (ELA2) gene; clinical manifestations include recurrent neutropenia with resultant susceptibility to infection leading to fever.,2.764504,2.9899247
8091,,-3.9264574,-6.904873
8092,"A leukocyte disease characterized by autosomal dominant inheritance of lifelong, persistent elevated neutrophil counts primarily consisting of segmented neutrophils that has material basis in heterozygous mutation in the CSF3R gene on chromosome 1p34.",2.586788,-4.8550663
8093,"A benign, pigmented skin growth caused by an overgrowth of the epidermis. It is typically seen at birth, but can develop in early childhood or later in life. Most cases are sporadic, but familial patterns of inheritance have been observed.",5.5301394,1.0374391
8094,A congenital vascular malformation in the skin (birthmark) characterized by the presence of dilated capillaries. The affected area of the skin is flat and reddish-purplish in color.,5.6961823,1.7236861
8095,A capillary vascular anomaly that is characterized by hypopigmented macules.,2.9354591,-4.079788
8096,,4.6269026,-2.008132
8097,"Linear nevus sebaceous syndrome (LNSS) is characterized by the association of a large sebaceous nevus, usually appearing on the face or on the scalp, with a broad spectrum of abnormalities that may affect every organ system, including the central nervous system (brain neoplasms, hemimegalencephaly and lateral ventricle enlargement).",6.5535007,1.8098974
8098,,9.112463,-2.676286
8099_12497_12498,Any congenital stationary night blindness in which the cause of the disease is a mutation in the PDE6B gene.,7.4199257,-0.112192675
8100,,8.421962,-4.408044
8101,"Familial supernumerary nipples is a rare breast malformation characterized by the presence, in various members of a single family, of one or more nipple(s) and/or their related tissue, in addition to the normal bilateral chest nipples. The anomaly is usually situated along the embryonic milk line, from axillae to inguinal regions, but other locations are also possible. Association with dental abnormalities, Becker nevus, renal or underlying breast tissue malignancy and genitourinary malformations has been reported.",3.4634087,-4.3270636
8102,Any sick sinus syndrome in which the cause of the disease is a mutation in the HCN4 gene.,5.417361,3.7977915
8103,,3.1783688,-6.0612288
8105,,8.458314,-7.7499437
8107,,4.963754,-5.4426346
8108,"Oculocerebrocutaneous syndrome (OCCS) is a rare congenital disorder associated with an intellectual disability and is typically characterized by the triad of eye, central nervous system and skin malformations.",7.967175,-5.551693
8109,"Ocular cicatricial pemphigoid (OCP) is a form of mucous membrane pemphigoid (a group of rare, chronic autoimmune disorders) that affects the eyes. In the early stages, people with OCPgenerally experience chronic or relapsing conjunctivitis that is often characterized by tearing, irritation, burning, and/or mucus drainage. If left untreated, OCP can progress to severe conjunctiva scarring and vision loss. Involvement of other mucosal sites and the skin may also occur in OCP. The exact underlying cause is currently unknown. The treatment of OCP aims to slow disease progression and prevent complications. This usually involves long-term use of medications called immunomodulators which help regulate or normalize the immune system.",3.7227066,-2.057732
811,A congenital coronary vessel anomaly in which the left main coronary artery originates from the pulmonary artery instead of from aorta. The congenital heart defect typically results in coronary artery fistula; left-sided heart failure and mitral valve insufficiency during the first months of life.,-1.8320965,2.2951934
8110,,-3.9264574,-6.904873
8111,"Oculodentodigital dysplasia (ODDD) is characterized by craniofacial, neurologic, limb and ocular abnormalities.",8.684995,1.2793022
8113,"Schilbach-Rott syndrome (SRS) is an autosomal dominant dysmorphic disorder that is characterized by dysmorphic facies with hypotelorism, blepharophimosis, and cleft palate, and the frequent occurrence of hypospadias in males.",8.7496605,1.3316286
8114_1158,"A disorder characterized by an enduring pattern of inflexibility, extreme orderliness, and perfectionism which interfere with efficiency and which may manifest in many different contexts, including work and leisure activities, financial matters, and issues of morality or ethics.",1.645899,0.8767204
8115_13691_15267,"Feingold syndrome (FS), also known as oculo-digito-esophageal-duodenal (ODED) syndrome, is a rare inherited malformation syndrome characterized by microcephaly, short stature and numerous digital anomalies and is comprised of two subtypes: FS type 1 (FS1) and FS type 2 (FS2). FS1 is by far the most common form while FS2 has only been reported in 3 patients and has the same clinical characteristics as FS1, apart from the absence of gastrointestinal atresia and short palpebral fissures.",9.220862,2.2595308
8116,"Oculopharyngeal muscular dystrophy (OPMD) is an adult-onset progressive myopathy characterized by progressive eyelid ptosis, dysphagia, dysarthria and proximal limb weakness.",2.7898834,-0.7218013
8118,"Odontoma-dysphagia syndrome is a malformation syndrome, characterized by odontomas (undifferentiated mass of the esophagus) and severe dysphagia.",2.0811574,-5.280288
812,A disease involving the vertebral column.,-2.953162,0.2303754
8121,,8.399078,-2.5459886
8122_17135_2017,"Olivopontocerebellar atrophy-deafness syndrome is characterised by infancy-onset olivopontocerebellar atrophy, sensorineural deafness and speech impairment. It has been described in less than 15 children. Most cases were sporadic, but autosomal recessive inheritance was suggested in three cases.",4.5616193,-6.318512
8123,Autosomal dominant form of omodysplasia.,8.622229,1.241573
8124,,4.563982,-1.542728
8127,"Ophthalmomandibulomelic dysplasia is characterized by complete blindness due to corneal opacities, difficult mastication due to temporomandibular fusion and anomalies of the arms.",8.353712,-4.253609
8128,,3.8717628,-2.8126216
8129,,4.6521726,-3.8016958
813,Pathological conditions of the cardiovascular system caused by infection of mycobacterium tuberculosis. Tuberculosis involvement may include the heart; the blood vessels; or the pericardium.,-1.0904824,-4.933261
8130,,4.17632,-5.92113
8132,,4.366399,-5.643117
8134,"Autosomal dominant optic atrophy (ADOA) is one of the most common forms of hereditary optic neuropathy characterized by progressive bilateral visual loss during the first decade of life, associated with optic disc pallor, visual field and color vision defects.",6.635994,5.5357924
8135,,4.686146,-4.6145287
8136,,9.432673,0.3329743
8138,"Syndromic orbital border hypoplasia is a rare disorder observed in two families to date and characterized by agenesis of the orbital margin, varying defects of the lacrimal passages, hypoplasia of the palpebral skin and tarsal plates and atresia of the nasolacrimal duct.",4.511457,-2.250077
8139,"OSLAM syndrome is characterised by the association of osteosarcoma, limb anomalies (clinodactyly with brachymesophalangy, bilateral radioulnar synostosis and absence of one digital ray of the foot) and red cell macrocytosis without anaemia.",6.777001,-4.750015
8140,,4.88741,-1.5150706
8141,,4.5598755,-2.4225523
8142,"Thiemann disease is a very rare genetic necrotic bone disorder characterized clinically by painless swelling of the proximal interphalangeal joints associated with osteonecrosis of epiphyses followed by osteoarthritic changes, with onset before 25 years of age and often a benign course.",8.029453,-4.476325
8143_7704_11923_12893_12894_12568,Any osteoarthritis in which the cause of the disease is a mutation in the GDF5 gene.,2.9329045,1.1353954
8145,Enchondromatosis is a rare primary bone dysplasia disorder characterized by the development of multiple mainly unilateral or asymmetrically distributed enchondromas throughout the metaphyses of the long bones.,6.3519425,1.9994925
8149,An osteogenesis imperfecta found in a single South African family.,7.678506,2.0088365
815,"A specific developmental disorder that is characterized by physical, behavioral and learning birth defects resulting from maternal ingestion of nicotine during pregnancy.",-2.7015305,1.7525502
8150,"Osteoglophonic dwarfism (OGD) is characterized by dwarfism, severe craniofacial abnormalities and multiple unerupted teeth.",8.098145,-5.3427267
8151,"Gnathodiaphyseal dysplasia (GDD) is a bone dysplasia characterized by bone fragility, frequent bone fractures at a young age, cemento-osseous lesions of the jaw bones, bowing of tubular bones (tibia and fibula) and diaphyseal sclerosis of long bones associated with generalized osteopenia. GD follows an autosomal dominant mode of transmission.",5.6797185,3.260484
8152,"Idiopathic multicentric osteolysis is a very rare syndrome characterized by progressive loss of bone, usually the capsal and tarsal bones, resulting in deformity and disability, as well as chronic renal failure in many cases. The bone and renal disorders are sometimes associated with intellectual deficit and facial abnormalities.",10.025126,0.6387541
8153,"A rare genetic bone disorder characterized clinically by progressive extraskeletal bone formation presenting in early life with cutaneous ossification, that progressively involves subcutaneous and then subsequently deep connective tissues, including muscle and fascia. POH overlaps with a number of related genetic disorders including Albright hereditary osteodystrophy, pseudohypoparathyroidism (see these terms), and primary osteoma cutis, that share the common features of superficial heterotopic ossification in association with inactivating mutations of GNAS gene (20q13.2-q13.3), coding for guanine nucleotide-binding proteins. POH can, however, be distinguished clinically by the deep and progressive nature of the heterotopic bone formation.",2.347045,-4.6911416
8154,,4.813459,-2.1494303
8155,Osteomesopyknosis is a very rare benign bone disorder characterized by bone dysplasia manifested by patchy sclerosis of the axial skeleton and increased bone mineral content.,6.469599,1.9964855
8157,Buschke-Ollendorff syndrome (BOS) is a benign disorder characterized by the association of osteopoikilosis lesions (``spotted bones'') in the skeleton and connective tissue nevi in the skin.,7.0722747,3.5885503
8158,"Dacryocystitis - osteopoikilosis is an exceedingly rare autosomal dominant disorder reported in only a few patients to date and is characterized by dacryocystitis due to lacrimal canal stenosis,and osteopoikilosis (demonastratedr adiologically as discrete spherical osteosclerotic lesions of 2-10mm in diameter).",5.366218,-3.6089838
8159,"Metabolic disorder associated with fractures of the femoral neck, vertebrae, and distal forearm. It occurs commonly in women within 15-20 years after menopause, and is caused by factors associated with menopause including estrogen deficiency.",1.4978032,4.431004
8160,,5.492955,-3.4934895
8161,Otodental syndrome is a very rare inherited condition characterized by grossly enlarged canine and molar teeth (globodontia) associated with sensorineural hearing loss.,8.388901,1.1734108
8162,,3.3921797,-3.70558
8165,"Southeast Asian ovalocytosis (SAO) is a rare hereditary red cell membrane defect characterized by the presence of oval-shaped erythrocytes and with most patients being asymptomatic or occasionally manifesting with mild symptoms such as pallor, jaundice, anemia and gallstones.",4.4727154,3.2622573
8166,,2.986763,-3.1939583
8167,A cystic teratoma that arises from the ovary. It presents as a cystic mass that contains sebaceous material admixed with hairs. In a minority of cases it is bilateral.,4.1534724,-2.0687938
8168,A benign neoplasm arising from soft tissue of the ovary. It is characterized by the presence of spindle-shaped fibroblasts.,1.7937341,-4.637938
8169,,8.594528,-4.8166294
8170,"A primary or metastatic malignant neoplasm involving the ovary. Most primary malignant ovarian neoplasms are either carcinomas (serous, mucinous, or endometrioid adenocarcinomas) or malignant germ cell tumors. Metastatic malignant neoplasms to the ovary include carcinomas, lymphomas, and melanomas.",1.698628,0.49693593
8171,The presence of a calculus in the pelvis of the kidney; this is most often composed of mineral salts and proteins.,1.1815358,4.759796
8174_14325_14324_8173_16471,Any pachyonychia congenita in which the cause of the disease is a mutation in the KRT16 gene.,6.4121604,0.43026602
8175,"Pacman dysplasia is characterized by epiphyseal stippling and osteoclastic overactivity. It has been described in less than 10 patients but may be underdiagnosed. It is characterized radiographically by severe stippling of the lower spine and long bones, and periosteal cloaking. Patients also have short metacarpals. The syndrome may be inherited as an autosomal recessive trait. This disorder should be included in the differential diagnosis of mucolipidosis type II. In order to make a definitive diagnosis, lysosomal storage should be investigated by electron microscopy, or enzyme assays should be performed. Familial recurrence can be easily detected by prenatal ultrasonography. This skeletal dysplasia is lethal.",8.11047,-3.9896731
8176_11656_14792,,5.0729074,2.2610219
8177,"A malignant neoplasm in which there is infiltration of the skin by neoplastic large cells with abundant pale cytoplasm and large nuclei with prominent nucleoli (Paget cells). It may affect the anus, penis, scrotum, and vulva.",2.1030204,-4.5987425
8178_507,"A rare autosomal dominant inherited disorder caused by mutations in the VCP gene. It can affect the muscles, bones, and brain. Patients may develop myopathy that initially involves the muscles of the hips and shoulders and as the disorder progresses it may affect the cardiac and respiratory muscles, leading to life-threatening cardiac and pulmonary failure. Approximately half of the adults develop Paget disease of bone, and approximately one-third develop frontotemporal dementia.",7.0597916,3.9157867
8179,Paroxysmal extreme pain disorder is a rare disorder of abnormal pain sensation.,5.080137,4.166079
8180,Failure of the soft palate to reach the posterior pharyngeal wall to close the opening between the oral and nasal cavities. Incomplete velopharyngeal closure is primarily related to surgeries (adenoidectomy; cleft palate) or an incompetent palatopharyngeal sphincter. It is characterized by hypernasal speech.,7.7288446,-4.8504987
8181,,3.8387613,-1.788707
8182,"Nasopalpebral lipoma-coloboma-telecanthus syndrome is characterized by nasopalpebral lipomas, bilateral lid coloboma, and telecanthus.",8.698769,-2.7976468
8183,Annular pancreas is a distinct form of duodenal atresia in which the head of the pancreas forms a ring around the second portion of the duodenum.,3.645436,-3.2247503
8184,,2.542954,-3.83808
8185,"Hereditary chronic pancreatitis (HCP), a rare inherited form of pancreatitis is defined as recurrent acute pancreatitis and/or chronic pancreatitis in two first-degree relatives or 3 or more second-degree relatives in 2 or more generations, for which no predisposing factors are identified. HCP is characterized by irreversible damage to both exocrine and endocrine components of the pancreas.",4.1795945,3.508116
8186,,2.3218532,-5.219581
8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,A category of psychiatric disorders which are characterized by anxious feelings or fear often accompanied by physical symptoms associated with anxiety.,1.6056674,0.90239924
8188,,3.5296237,-2.3613732
8189,"A rare benign neoplasm that arises in the area of the nipple. Clinically, it usually presents as a tender erythematous crusting lesion with hardening of the nipple. Morphologically, there is proliferation of ducts lined with epithelial and myoepithelial cells and focal erosion of the epidermis.",3.6942582,-2.1001
819,"A rare neural tube defect during pregnancy, resulting in the absence of a large portion of the brain and skull in the fetus.",1.3552338,7.756688
8193,,4.0394497,-5.570851
8194,,5.1250243,-0.9882198
8195,Paramyotonia congenita of Von Eulenburg is characterised by exercise- or cold-induced myotonia and muscle weakness. Prevalence is unknown. The syndrome is nonprogressive and is transmitted as an autosomal dominant trait. It is caused by mutations in the gene encoding the alpha subunit of the type IV voltage-gated sodium channel (SCN4A; 17q23.3).,5.2027435,4.513627
8196,"Parastremmatic dwarfism is a very rare chondrodysplasia characterized by severe dwarfism, kyphoscoliosis, stiffness of large joints and distortion of lower limbs.",6.74981,3.4021401
8198,"Parietal foramina with clavicular hypoplasia is a rare genetic bone development disorder characterized by parietal foramina in association with hypoplasia of the clavicles (short abnormal clavicles with tapering lateral ends, with or without loss of the acromion). Additional features may include mild craniofacial dysmorphism (macrocephaly, broad forehead and frontal bossing). No dental abnormalities were reported.",9.819594,0.33125895
82,"Abnormal descent of a pelvic organ resulting in the protrusion of the organ beyond its normal anatomical confines. Symptoms often include vaginal discomfort, dyspareunia; urinary stress incontinence; and fecal incontinence.",-4.9257793,2.315011
8201,"Perry syndrome is a rare inherited neurodegenerative disorder characterized by rapidly progressive early-onset parkinsonism, central hypoventilation, weight loss, insomnia and depression.",3.6021545,-5.9909806
8202,,-3.9264574,-6.904873
8203,,2.6495326,-3.751331
8204,,0.7317566,8.154325
8205_17472_17473,,4.4629927,-2.0201328
8206,"Benign paroxysmal tonic upgaze of childhood with ataxia is a rare paroxysmal movement disorder characterized by episodes of sustained, conjugate, upward deviation of the eyes and down beating saccades in attempted downgaze (with preserved horizontal eye movements) which is accompanied by ataxic symptomatology (unsteady gait, lack of balance and movement coordination disturbances) in an otherwise healthy individual. Bilateral vertical nystagmus is associated. Symptoms generally disappear spontaneously within 1-2 years after onset.",4.512248,-5.822309
8207,Familial chondromalacia patellae is an inherited bone disorder described in 5 families in 1963 and is characterized by localized patellar pain and male-to-male transmission.,4.7627435,-2.1704395
8208,,8.7927475,-2.883892
8209,"Char syndrome is characterized by the triad of patent ductus arteriosus (PDA), facial dysmorphism and hand anomalies.",9.850312,0.8766762
8211,"Pseudoleprechaunism syndrome, Patterson type is a rare, genetic, adrenal disorder characterized by congenital bronzed hyperpigmentation, cutis laxa of the hands and feet, body disproportion (comprising large hands, feet, nose and ears), hirsutism and severe intellectual disability. Patients additionally present hyperadrenocorticism, cushingoid features, premature adrenarche and diabetes mellitus, as well as skeletal deformities (not present at birth and which progress with age). There have been no further descriptions in the literature since 1981.",8.562791,-2.706847
8212,,3.2103372,-2.6644073
8213,"A developmental anomaly in which the lower sternum is posteriorly dislocated and concavely deformed, resulting in a funnel-shaped thorax.",3.6083949,-8.347798
8214,"An autosomal dominant inherited condition caused by mutations in the lamin B receptor gene. It is characterized by defects in the neutrophil lobulation, resulting in the presence of dumbbell-shaped neutrophils with bilobed nuclei in the peripheral blood smear.",6.4047155,-5.8445234
8215,"Adult-onset autosomal dominant leukodystrophy (ADLD) is a rare slowly progressive neurological disorder involving centralnervous systemdemyelination, leading to autonomic dysfunction,ataxia and mild cognitive impairment.",6.987227,5.119469
8216,,4.613918,-2.4543612
8217,Pelvis-shoulder dysplasia is a rare focal skeletal dysostosis characterized by symmetrical hypoplasia of the scapulae and the iliac wings of the pelvis.,8.457629,-5.1818404
8218,"Benign chronic familial pemphigus of Hailey-Hailey is characterized by rhagades mostly located in the armpits, inguinal and perineal folds (scrotum, vulva).",5.247611,2.1487598
8219,"Pemphigus is a group of chronic autoimmune skin diseases characterized by blister formations on the outer layer of the skin and the mucous membranes. Three clinical forms have been characterised, of which pemphigus vulgaris is the most frequent (75%).",3.944196,2.2695863
8221,"Prolidase deficiency is an inherited disorder of peptide metabolism characterized by severe skin lesions, recurrent infections (involving mainly the skin and respiratory system), dysmorphic facial features, variable cognitive impairment, and splenomegaly.",7.3441505,5.815727
8222,"Andersen's syndrome (AS) is a rare disorder characterized by periodic muscle paralysis, prolongation of the QT interval with a variety of ventricular arrhythmias (leading to predisposition to sudden cardiac death) and characteristic physical features: short stature, scoliosis, low-set ears, hypertelorism, broad nasal root, micrognathia, clinodactyly, brachydactyly and syndactyly.",5.9555926,3.7703462
8224,Hyperkalemic periodic paralysis (HyperPP) is a muscle disorder characterized by episodic attacks of muscle weakness associated with an increase in serum potassium concentration.,4.4781637,4.6707983
8225,,5.193931,-4.6462927
8226_12051,"A localized aggressive periodontitis, formerly called localized juvenile periodontitis. It is a destructive form of periodontitis characterized by ALVEOLAR BONE LOSS of the MOLARS and INCISORS. Inflammation and loss of PERIODONTIUM that is characterized by rapid attachment loss and bone destruction in the presence of little local factors such as DENTAL PLAQUE and DENTAL CALCULUS. This highly destructive form of periodontitis often occurs in young people and was called early-onset periodontitis, but this disease also appears in old people.",5.066309,2.38625
8227,,6.787199,2.396027
8228,Megaloblastic anemia caused by vitamin B-12 deficiency due to impaired absorption. The impaired absorption of vitamin B-12 is secondary to atrophic gastritis and loss of gastric parietal cells.,3.2942042,3.5679276
8229,,3.8100798,-1.9459137
8230,,-0.67308235,-8.994488
8231,"A condition characterized by hardening of the penis due to the formation of fibrous plaques on the dorsolateral aspect of the penis, usually involving the membrane (tunica albuginea) surrounding the erectile tissue (corpus cavernosum penis). This may eventually cause a painful deformity of the shaft or constriction of the urethra, or both.",4.3604083,0.9178633
8232,,6.1966934,-2.2141402
8233,,0.8953489,1.7340635
8235,,2.1684463,-5.198991
8236,,4.71103,-2.2079802
8237,"Phocomelia-ectrodactyly-deafness-sinus arrhythmia syndrome is characterised by phocomelia (involving arms more severely), ectrodactyly, ear anomalies (bilateral anomalies of the pinnae), conductive deafness, dysmorphism (long and prominent philtrum, mild maxillary hypoplasia) and sinus arrhythmia. It has been described in four patients (a father and his son and a mother and her daughter) from two unrelated families.",8.492542,-4.386524
8238,,-3.9264574,-6.904873
8239,,-3.9264574,-6.904873
8240,,5.124655,-0.9888341
8241,,-3.9264574,-6.904873
8242,,2.8872223,-6.40257
8243,A rare neurodegenerative disorder leading to dementia. It is characterized by frontotemporal lobar degeneration with accumulation of tau proteins which form Pick bodies.,2.186741,0.47512108
8244,"Piebaldism is a rare congenital pigmentation skin disorder characterized by the presence of hypopigmented and depigmented skin areas (leukoderma) on various parts of the body, preferentially on the forehead, chest, abdomen, upper arms, and lower extremities, that are associated with a white forelock (poliosis), and in some cases with hypopigmented and depigmented eyebrows and eyelashes.",8.062138,4.517193
8245,"Piebald trait-neurologic defects syndrome is a rare, genetic, pigmentation anomaly of the skin syndrome characterized by ventral as well as dorsal leukoderma of the trunk and a congenital white forelock, in association with cerebellar ataxia, impaired motor coordination, intellectual disability of variable severity and progressive, mild to profound, uni- or bilateral sensorineural hearing loss. There have been no further descriptions in the literature since 1971.",3.294568,-7.6777935
8246,"Pigmented paravenous retinochoroidal atrophy (PPRCA) is a rare, commonly bilateral and symmetric retinal disease characterized by non-progressive or slowly progressive chorioretinal atrophy, peripapillary pigmentary changes and accumulation of ''bone-corpuscle'' pigmentation along the retinal veins and which is usually asymptomatic or can present with mild blurred vision.",7.5588613,0.07960172
8247,"Robin sequence-oligodactyly syndrome is a rare, genetic, developmental defect during embryogenesis syndrome characterized by Robin sequence (i.e. severe micrognathia, retroglossia and U-shaped cleft of the posterior palate) associated with pre- and postaxial oligodactyly. Facial features can include a narrow face and narrow lower dental arch. Clinodactyly, absent phalanx, metacarpal fusions, and hypoplastic carpals have also been reported. There have been no further descriptions in the literature since 1986.",8.496531,-5.033734
8248,,3.7682066,-2.3305798
8249,"A hair-containing cyst or sinus, occurring chiefly in the coccygeal region.",5.062828,-2.3874445
8251,"Pityriasis rubra pilaris is a rare chronic papulosquamous disorder of unknown etiology characterized by small follicular papules, scaly red-orange patches, and palmoplantar hyperkeratosis, which may progress to plaques or erythroderma. Although most of the cases are sporadic and acquired, a familial form of the disease exists.",2.3953571,-4.0729904
8252,,-0.67308235,-8.994488
8253,,3.6526017,-1.9708458
8254,,2.254459,-4.727021
8255,,3.5824265,-2.147856
8256,,-0.67308235,-8.994488
8257,,3.7783346,-2.3167965
8258,,2.511025,-4.1234217
8259,"Familial spontaneous pneumothorax is a rare, genetic pulmonary disease characterized by the uni- or bilateral accumulation of air in the pleural cavity in persons with a positive family history and no underlying lung disease or previous chest trauma. Patients typically present dyspnea associated with acute onset of sharp and steady pleutiric chest pain of variable severity (which resolves within 24h even though pneumothorax is still present). Reflex tachycardia and/or respiratory or circulatory compromise may be observed. Other syndromes (e.g. Birt-Hogg-Dube, Marfan or Ehlers-Danlos syndromes) may be associated.",5.3303337,0.5648966
8260,"Kindler syndrome (KS) is the fourth major type of epidermolysis bullosa (EB), besides simplex, junctional and dystrophic forms, and is characterized by skin fragility and blistering at birth followed by development of photosensitivity and progressive poikilodermatous skin changes.",6.7421227,-4.83129
8261,,4.164911,-3.330904
8262,"Poland syndrome is marked by a unilateral absence or hypoplasia of the pectoralis major muscle (most frequently involving the sternocostal portion), and a variable degree of ipsilateral hand anomalies, including symbrachydactyly.",8.040593,-4.629264
8264_19511,"An inherited disorder that causes a gradual loss of kidney function that eventually leads to the need for kidney transplantation or dialysis between the ages of 30 and 70, which is caused by a mutation in the UMOD gene, which leads to the build-up of the altered uromodulin protein in the tubules of the kidney, leading to slow loss of kidney function. Patients with ADTKD-UMOD have high blood levels of uric acid before kidney failure develops, and some affected individuals may develop gout.",0.06769421,6.729654
8265_14860,Any polycystic kidney disease in which the cause of the disease is a mutation in the SEC63 gene.,5.1375885,2.3347971
8268,Polydactyly-myopia syndrome is an exceedingly rare autosomal dominant developmental anomaly reported in 1986 in nine individuals among four generations of the same family. The syndrome is characterized clinically by four-limb postaxial polydactyly and progressive myopia. There have been no further descriptions in the literature since 1986.,4.9124784,-2.8444536
8269_17524,"Polydactyly of a biphalangeal thumb or PPD1 is the most common form of preaxial polydactyly of fingers, a limb malformation syndrome, that is characterized by the duplication of one or more skeletal components of a biphalangeal thumb. Hands are preferentially affected (in bilateral), and the right hand is more commonly involved than the left.",9.544115,0.37534803
827,Infections with bacteria of the genus salmonella.,1.6659654,3.8998263
8270_17525_17526,,8.783614,0.2883467
8271_17528,,5.0041327,-1.960069
8272_8286_17529_17530,"Polysyndactyly or PPD4 is a form of preaxial polydactyly of fingers, a limb malformation syndrome, characterized by the presence of a thumb showing the mildest degree of duplication, being broad, bifid or with radially deviated distal phalanx. Syndactyly of various degrees of third-and-fourth fingers is occasionally present.",9.020902,1.1335706
8273,,2.2736964,-3.4447963
8274,"Fibrous dysplasia affecting more than one bone. When it is associated with café-au-lait skin pigmentation and endocrine disorders, it is known as McCune-Albright syndrome.",0.98803467,9.314232
8275,,3.8658867,-4.477401
8276,,5.132675,0.93317527
8277,"A polyp that arises from the stomach. This category includes neoplastic polyps (intestinal-type adenomatous polyps, gastric-type adenomas, and fundic gland polyps), and non-neoplastic polyps (hyperplastic polyps and hamartomatous polyps).",-4.744431,-2.114745
8278,,5.0440817,0.8626974
8280,"Peutz-Jeghers syndrome (PJS) is an inherited gastrointestinal disorder characterized by development of characteristic hamartomatous polyps throughout the gastrointestinal (GI) tract, and by mucocutaneous pigmentation. PJS carries a considerably increased risk of GI and extra-GI malignancies.",2.0266728,-4.951169
8281,,4.77053,-1.714274
8282,,4.69344,-2.333636
8283,"Cronkhite-Canada syndrome (CCS) is a rare gastrointestinal (GI) polyposis syndrome characterized by the association of non-hereditary GI polyposis with the cutaneous triad of alopecia, nail changes and hyperpigmentation.",5.464277,2.0751493
8284,,4.3134813,-2.058784
8285,,2.615585,-3.7315807
