node_id,description,t-SNE 1,t-SNE 2
DB12111,MK-212 has been used in trials studying the treatment of Alcoholism.,9.696108,-6.315402
DB12112,"Zuretinol acetate has been used in trials studying the treatment of Impaired Dark Adaptation, RP (Retinitis Pigmentosa), Retinitis Pigmentosa (RP), and LCA (Leber Congenital Amaurosis).",6.9915857,2.4241645
DB12116,Epigallocatechin gallate has been investigated for the treatment of Hypertension and Diabetic Nephropathy.,-7.1932654,2.1940517
DB12118,"Sotatercept has been used in trials studying the supportive care and treatment of Anemia, Leukemia, Solid Tumors, Bladder Cancer, and multiple myeloma, among others.",2.347499,7.8655014
DB12119,"Gevokizumab has been used in trials studying the treatment of Acne Vulgaris, Osteoarthritis, Behcet's Uveitis, Pyoderma Gangrenosum, and Behcet's Disease Uveitis, among others. Gevokizumab acts as a modulator of cytokine imbalance in IL-1 mediated disease states. It has a very high binding affinity of 300fM and blocks the activation of IL-1 receptors.",2.368577,7.534033
DB12123,Cinepazide has been used in trials studying the treatment of Ischemic Stroke.,-7.226974,-6.0829277
DB12124,Namitecan has been used in trials studying the treatment of Solid Tumors.,9.234112,4.7915564
DB12126,Bradykinin has been investigated for the basic science and treatment of Hypertension and Diabetes Type 2.,11.669693,3.9688401
DB12127,Sultamicillin has been used in trials studying the prevention and treatment of Ventilator Associated Pneumonia and Chronic Obstructive Pulmonary Disease (COPD).,7.284354,1.6908083
DB12128,"Ulimorelin is a novel small molecule ghrelin agonist being developed by Tranzyme Pharma as a first-in-class treatment for both POI and diabetic gastroparesis, serious medical conditions in which motility of the GI tract is severely impaired.",-4.2284966,-2.4225156
DB12129,Tideglusib is under the investigation for the development of treatments for Alzheimer's disease and for progressive supranuclear palsy. It is reported to be a potent anti-inflammatory and neuroprotective that is a non-ATP competitive inhibitor of glycogen synthase kinase 3 (GSK-3). Tideglusib is being developed by the Spanish pharmaceutic company Zeltia group and its current status is withdrawn for the treatment of Alzheimer's disease as of 2012.,-3.7234087,5.037396
DB12130,"Lorlatinib has been used in trials studying the basic science and treatment of Non-small Cell Lung Cancer and anaplastic lymphoma kinase (ALK)-positive Non-Small Cell Lung Cancer (NSCLC) and ROS1-positive NSCLC. Despite initial responses from the use of various ALK inhibitors, however, it is virtually almost guaranteed that all patients with the condition in question will develop tumour progression or resistance to the current therapy in use.",1.1909202,-0.96933067
DB12131,Vinpocetine has been investigated for the treatment of Epilepsy.,2.2823856,-5.978649
DB12137,"Gsk256066 has been used in trials studying the treatment and diagnostic of SAR, Asthma, Mild Asthma, Allergic Rhinitis, and Seasonal Allergic Rhinitis, among others.",10.453683,2.1322281
DB12140,"Dilmapimod has been used in trials studying the treatment and diagnostic of Nerve Trauma, Inflammation, Pain, Neuropathic, Arthritis, Rheumatoid, and Coronary Heart Disease, among others. Dilmapimod (SB-681323) is a p38 MAP-kinase inhibitor that has potential uses in inflammatory conditions such as RA (Rheumatoid Arthritis). Previous p38 MAP-kinase inhibitors have been hindered in development by liver toxicity. Methotrexate (common treatment for RA patients) also has potential liver toxicity.}",0.038981054,6.365359
DB12141,"Gilteritinib, also known as ASP2215, is a small molecule part of the FLT3 tyrosine kinase inhibitors that presented a greater selectivity and potency when compared with other agents from this group. It is a pyrazinecarboxamide derivative that showed high selectivity to FLT3 preventing the c-Kit -driven myelosuppression observed in other therapies. Gilteritinib was developed by Astellas Pharma and FDA approved on November 28, 2018. This drug was approved after being designed as an orphan drug with a fast track and priority review status.",2.3334186,-7.19095
DB12142,"Duligotuzumab has been used in trials studying the treatment of Neoplasms, Colorectal Cancer, Head and Neck Cancer, and Epithelial Tumors, Malignant.",5.25798,8.099255
DB12146,"Rigosertib has been used in trials studying the treatment and basic science of MDS, RAEB, Cancer, Hepatoma, and Neoplasms, among others.",9.410246,4.7242203
DB12147,"In early April of 2019, the US FDA approved Janssen Pharmaceutical Companies' brand name Balversa (erdafitinib) as the first-ever fibroblast growth factor receptor (FGFR) kinase inhibitor indicated for patients with locally advanced or metastatic urothelial carcinoma, with susceptible FGFR3 or FGFR2 genetic alterations, that has progressed during or following platinum-containing chemotherapy, including within 12 months of neoadjuvant or adjuvant platinum-containing chemotherapy. At the same time, the FDA also approved the therascreen FGFR RGQ RT-PCR Kit (Qiagen) for utilization as a companion diagnostic with erdafitinib for selecting patients for the indicated therapy.",0.64838326,-0.15800153
DB12148,"Menatetrenone has been used in trials studying the treatment of Diabetes, Osteoporosis, Prediabetic State, and Hepatocellular Carcinoma.",10.538435,2.5656517
DB12151,"Brincidofovir is under investigation for the prevention of Outcomes, Survival Rates, and Cytomegalovirus Disease. Brincidofovir has been investigated for the prevention and treatment of CMV, Adenovirus, BK Virus (BKV), Adenoviruses (AdV), and Epstein-Barr (EBV), among others.",5.4957643,-3.942161
DB12152,"Simtuzumab has been used in trials studying the treatment and basic science of Myelofibrosis, Pancreatic Cancer, Colorectal Cancer, and Idiopathic Pulmonary Fibrosis.",5.267594,8.0669155
DB12156,Cordycepin has been used in trials studying the treatment of Leukemia.,6.810475,3.735064
DB12157,"Fasinumab has been used in trials studying the basic science and treatment of Sciatica, Back Pain, Low Back Pain, Osteoarthritis, Hip, and Abdominal Pain Upper, among others.",4.594363,9.279906
DB12159,"Dupilumab is a fully human monoclonal antibody of the immunoglobulin G4 subclass that binds to the interleukin-4 (IL-4) receptor, inhibiting the receptor signaling pathways. As an interleukin-4 receptor alpha antagonist, dupilumab inhibits the signaling of pro-inflammatory cytokines, called interleukins (IL), that induce inflammatory and immunological reactions in several atopic or allergic conditions, such as eczema, allergic reaction, and rhinosinusitis. Dupilumab was generated by recombinant DNA technology in Chinese Hamster Ovary cell suspension culture.",4.673069,9.289957
DB12161,"Deutetrabenazine is a novel, highly selective vesicular monoamine transporter 2 (VMAT2) inhibitor indicated for the management of chorea associated with Huntington’s disease. It is a hexahydro-dimethoxybenzoquinolizine derivative and a deuterated. The presence of deuterium in deutetrabenazine increases the half-lives of the active metabolite and prolongs their pharmacological activity by attenuating CYP2D6 metabolism of the compound. This allows less frequent dosing and a lower daily dose with improvement in tolerability. Decreased plasma fluctuations of deutetrabenazine due to attenuated metabolism may explain a lower incidence of adverse reactions associated with deutetrabenazine. Deutetrabenazine is a racemic mixture containing RR-Deutetrabenazine and SS-Deutetrabenazine. ",1.7765559,-7.0982227
DB12163,"Sarpogrelate has been investigated for the treatment of Diabetes Mellitus, Diabetic Nephropathy, Coronary Artery Disease, and Renal Insufficiency, Chronic.",2.8585413,-7.9576807
DB12169,Tralokinumab is under investigation for the treatment of Alopecia Areata. Tralokinumab has been investigated for the treatment of Asthma.,4.7057524,9.071903
DB12174,"CUDC-101 has been used in trials studying the treatment of Cancer, Tumors, Liver Cancer, Breast Cancer, and Gastric Cancer, among others.",7.866422,-3.666592
DB12177,"Eplivanserin has been used in trials studying the treatment of Sleep, Insomnia, Chronic Pain, Fibromyalgia, and Primary Insomnia, among others.",3.1960561,-8.139799
DB12182,"Binetrakin has been used in trials studying the treatment of HIV Infections, Sarcoma, Kaposi, Non-Hodgkin's Lymphoma (NHL), Myelodysplastic Syndrome (MDS), and Leukemia, Acute Myelogenous (AML), among others.",9.830821,4.960066
DB12184,Gepirone has been used in trials studying the treatment of Cocaine-Related Disorders.,9.670047,-6.7175345
DB12185,"Exatecan has been used in trials studying the treatment of Sarcoma, Leukemia, Lymphoma, Lung Cancer, and Liver Cancer, among others.",9.8748665,4.9658895
DB12189,Etrolizumab has been used in trials studying the treatment of Crohn Disease and Ulcerative Colitis.,5.0080147,8.521336
DB12190,"Faropenem has been used in trials studying the treatment of Tuberculosis, Pulmonary Tuberculosis, and Community Acquired Pneumonia.",-4.3031774,-5.307065
DB12191,"Obatoclax has been used in trials studying the treatment of AML, Leukemia, Myelofibrosis, Hodgkin's Lymphoma, and Mantle-Cell Lymphoma, among others.",-3.7451227,4.8372784
DB12192,Emeramide has been used in trials studying the treatment of Mercury Poisoning.,7.059778,1.8647823
DB12193,"Ajulemic acid has been used in trials studying the treatment of Cystic Fibrosis, Dermatomyositis, and Diffuse Cutaneous Systemic Sclerosis.",9.097741,-5.49192
DB12194,"Atamestane has been used in trials studying the treatment of Breast Cancer, Breast Neoplasms, and Neoplasms, Hormone-Dependent.",4.8123198,4.9962807
DB12200,Tivantinib has been investigated in Solid Tumors.,-0.48320314,8.028474
DB12202,Zalutumumab is a fully human IgG1 monoclonal antibody designed to bind with selectivity to the epidermal growth factor receptor (EGFR). Zalutumumab has been investigated for the treatment of Squamous Cell Cancer and Head and Neck Cancer.,2.3453097,7.8671036
DB12205,"Ganitumab has been used in trials studying the treatment of Colon Cancer, Rectal Cancer, Breast Cancer, Breast Tumors, and Breast Neoplasms, among others.",4.560247,9.355586
DB12208,"Iron isomaltoside 1000 is under investigation in Iron Deficiency Anaemia. Iron isomaltoside 1000 has been investigated for the treatment and basic science of Anemia, Gastric Cancer, Esophageal Cancer, Chronic Kidney Disease, and Anemia, Iron-Deficiency, among others.",7.9282207,1.0678984
DB12212,Landiolol has been used in trials studying the treatment of Pharmacokinetics/Dynamics Study.,-0.5495065,-6.896681
DB12213,"Etaracizumab has been investigated for the treatment of Psoriasis, Renal Cell Carcinoma, Stage IV Renal Cell Cancer, Recurrent Renal Cell Cancer, and Stage III Renal Cell Cancer.",5.1433926,8.295519
DB12214,"Luseogliflozin has been used in trials studying the treatment of Diabetes Melltius, Type 2.",-4.665249,-6.319565
DB12216,Bergapten is under investigation in clinical trial NCT00533195 (Comparison of UVA1 Phototherapy Versus Photochemotherapy for Patients With Severe Generalized Atopic Dermatitis).,4.487088,2.0820713
DB12221,Canrenone has been used in trials studying the diagnostic of Heart Failure.,6.233001,-3.8772306
DB12222,Lurtotecan is under investigation in clinical trial NCT00022594 (Liposomal Lurtotecan in Treating Patients With Metastatic or Locally Recurrent Head and Neck Cancer).,9.410979,4.7252088
DB12225,"Beclabuvir has been used in trials studying the treatment of Hepatitis C, Chronic.",7.072993,6.3689613
DB12228,"Telcagepant has been investigated for the treatment of Migraine. It is an antagonist of the receptor for calcitonin gene-related peptide (CGRP), a primary neuropeptide involved in the pathophysiology of migraine. CGRP and its receptors are found in areas of the central and peripheral nervous system that are important for the transmission of migraine pain. During migraine attacks, CGRP activates these receptors and facilitates the transmission of pain impulses.",-7.226974,-6.0829277
DB12229,Cerlapirdine has been investigated for the treatment of Alzheimer Disease.,9.841923,-6.5838957
DB12230,Bunazosin has been used in trials studying the treatment of High Blood Pressure.,9.616317,-2.096888
DB12231,Diphos has been used in trials studying the treatment of Plasmodium Falciparum Malaria.,7.8766804,-3.6644382
DB12232,"KRN7000 has been used in trials studying the treatment of Lung Cancer, Chronic Hepatitis C, Hepatitis B, Chronic, Unspecified Adult Solid Tumor, Protocol Specific, and Prevention of GvHD in Patients With Hematological Malignancies Undergoing AHSCT.",9.35028,4.6827574
DB12233,Iguratimod is under investigation in Rheumatoid Arthritis.,-5.0204897,-5.5037217
DB12240,Polatuzumab vedotin is a CD79b specific antibody conjugated to the antineoplastic agent monomethyl auristatin E. This medication was granted accelerated FDA approval on 10 June 2019.,2.5085902,7.126845
DB12243,"Edaravone is a free radical scavenger approved in May, 2017 for the treatment of amyotrophic lateral scleorosis (ALS). Clinical studies showed that the treatment attenuated deterioration of the disease when compared to placebo. It has been previously investigated for the treatment of ischemic stroke, reperfusion Injury, and myocardial Infarction as it possesses antioxidant and anti-apoptotic properties. Being a low molecular weight molecule with good water and lipid-soluble properies, it is therapeutically advantageous in crossing the blood-brain barrier to mediate nootropic and neuroprotective effects. Oral formulation of edaravone is currently under development.",3.9564312,-0.47507426
DB12245,"Triclabendazole, manufactured by Novartis pharmaceuticals, is an antihelminthic drug that was approved by the FDA in February 2019 for the treatment of fascioliasis in humans.  Fascioliasis is a parasitic infection often caused by the helminth, _Fasciola hepatica_, which is also known as “the common liver fluke” or “the sheep liver fluke” or by _Fasciola gigantica_, another helminth. These parasites can infect humans following ingestion of larvae in contaminated water or food. ",1.033641,-1.5203544
DB12246,"Inclacumab has been used in trials studying the treatment and prevention of Myocardial Infarction, Peripheral Arterial Disease (PAD), and Coronary Heart Disease, Graft Occlusion, Vascular.",5.39003,7.858975
DB12248,Tulobuterol has been used in trials studying the treatment of Chronic Obstructive Pulmonary Disease.,1.1782032,-7.4969893
DB12250,"Cixutumumab has been used in trials studying the treatment of Lung Cancer, Malignant Neoplasm, Leukemia, Mast-Cell, Non-Small-Cell Lung Carcinoma, and Adenocarcinoma of the Prostate.",2.3921013,7.85584
DB12257,"Platinum is under investigation for the treatment of Metastatic Breast Cancer, Non-small Cell Lung Cancer, Gastric Large Cell Neuroendocrine Carcinoma, Colorectal Large Cell Neuroendocrine Carcinoma, and Pancreatic Large Cell Neuroendocrine Carcinoma, among others. Platinum has been investigated for the treatment and supportive care of Ovarian Cancer, Fallopian Tube Cancer, Peritoneal Primary Cancer, Non Small Cell Lung Cancer, and Primary Peritoneal Carcinoma, among others.",8.475377,4.4049063
DB12258,Abicipar Pegol has been used in trials studying the treatment of Macular Edema and Macular Degeneration.,5.6682096,6.380467
DB12259,Cg200745 has been used in trials studying the treatment of Solid Tumour.,8.423929,4.816089
DB12261,"Ascrinvacumab has been used in trials studying the treatment and basic science of Neoplasms, Advanced Solid Tumors, Carcinoma, Hepatocellular, and Malignant Pleural Mesothelioma.",4.948922,8.625371
DB12264,Atevirdine has been used in trials studying the treatment of HIV Infections.,7.0665736,6.3357854
DB12266,Epofolate has been used in trials studying the treatment of Advanced Solid Tumors.,2.2513433,1.1094167
DB12267,"Brigatinib, originally named AP26113, is a reversible dual inhibitor of anaplastic lymphoma kinase (ALK) and epidermal growth factor receptor (EGFR). It presents selectivity against the mutant forms of EGFR compared to the wild-type. It also exhibits selectivity against 9 different Crizotinib-resistant mutants of the EML4-ALK fusion gene, which is a pivotal player in the transformation of susceptible lung parenchyma. Brigatinib was developed by Ariad Pharmaceuticals, a subsidiary of Takeda Pharmaceutical Company Limited, and FDA-approved on April 28, 2017.",0.7242832,-0.19516747
DB12268,Carmegliptin has been used in trials studying the treatment of Diabetes Mellitus Type 2.,6.500679,-1.2180299
DB12271,ORE1001 has been used in trials studying the treatment of Mild to Moderate Ulcerative Colitis. It is an ACE2 inhibitor.,-1.1891998,1.0137836
DB12273,"Ecopipam has been used in trials studying the treatment of Tourette's Syndrome, Lesch-Nyhan Disease, Pathological Gambling, and Self-injurious Behavior.",9.507627,-5.936777
DB12274,Aducanumab has been used in trials studying the treatment of Alzheimer's Disease.,4.9205317,8.678627
DB12278,Propiverine is a widely used antimuscarinic drug with a mixed mode of action in the treatment of symptoms associated with overactive bladder (OAB).,3.5569942,-8.287855
DB12279,OBP-801 has been used in trials studying the treatment of Solid Tumor.,8.721,4.63955
DB12281,"Luspatercept is a recombinant fusion protein comprised of a modified extracellular domain of activin receptor type IIB fused to the FC domain of human IgG1. It was first approved for use in the United States in November 2019 under the brand name Reblozyl® for the treatment of anemia in patients with beta thalassemia who require regular blood transfusions. Luspatercept is novel in that it ameliorates anemia via action on late-stage erythropoiesis, in contrast to typical erythropoiesis-stimulating agents (ESAs), such as and , which act only on early-stage erythropoiesis. Luspatercept's novel mechanism of action, then, is uniquely suited for the treatment of conditions in which late-stage erythropoiesis is defective, such as beta thalassemia and other myelodysplastic diseases.",4.930566,8.528278
DB12285,"Verubecestat is under investigation for the treatment of Alzheimer's Disease, Prodromal Alzheimer's disease, and Amnestic Mild Cognitive Impairment. ",-2.55814,4.348224
DB12286,Simendan is under investigation in clinical trial NCT00527059 (Renal Effects of Levosimendan in Patients Admitted With Acute Decompensated Heart Failure).,7.8707504,-3.6426103
DB12289,"Darexaban has been used in trials studying the prevention and basic science of Japanese, Caucasian, Thromboembolism, Pharmacodynamics, and Pharmacokinetics, among others.",5.6466336,-0.23592818
DB12290,Puerarin has been investigated for the treatment of Alcohol Abuse.,-7.226974,-6.0829277
DB12293,Nefopam is under investigation for the prevention of Cholecystitis and Post Anaesthetic Shivering. Nefopam has been investigated for the prevention of Kidney Transplantation.,9.847935,2.6777647
DB12296,"GS-5745 has been used in trials studying the treatment of Tumors, Breast Cancer, Crohn's Disease, Colorectal Cancer, and Pancreatic Cancer, among others.",4.5312696,9.413077
DB12301,"Doravirine is an HIV-1 non-nucleoside reverse transcriptase inhibitor (NNRTI) intended to be administered in combination with other antiretroviral medicines. Doravirine is available by itself or as a combination product of doravirine (100 mg), lamivudine (300 mg), and tenofovir disoproxil fumarate (300 mg).",1.2449234,0.6749016
DB12305,"Dasotraline is a serotonin, norepinephrine and dopamine reuptake inhibitor (SNDRI) that is under investigation for the treatment of Binge Eating Disorder, Adult Attention Hyperactivity Disorder, Attention Deficit Hyperactivity Disorder, and Adult Attention Deficit Hyperactivity Disorder.",-4.4448223,-2.046247
DB12307,"Foretinib has been used in trials studying the treatment of Cancer, Breast Cancer, Carcinoma, Renal Cell, Recurrent Breast Cancer, and Neoplasms, Head and Neck, among others. Foretinib is an orally available small molecule compound designed to target multiple RTKs implicated in the development, progression and spread of cancer. It inhibits the activation of MET, RON, ERK and AKT, decreased proliferation and increased apoptosis.",5.85217,1.8024184
DB12308,Eltanolone is under investigation in clinical trial NCT02603926 (Treatment of Fragile-X Associated Tremor/Ataxia Syndrome (FXTAS) With Allopregnanolone).,9.713051,-6.3438315
DB12313,"Dopexamine has been used in trials studying the diagnostic and treatment of Free Flap, Oral Cancer, Hypotension, Septic Shock, and Head and Neck Cancer.",9.790727,-2.415556
DB12314,Chlorproguanil has been used in trials studying the treatment of MALARIA. It is a dichloro-derivative of chloroguanide.,10.098668,-1.3847421
DB12317,Vanucizumab has been used in trials studying the treatment of ColoRectal Cancer and Advanced/Metastatic Solid Tumors.,4.7320075,9.044905
DB12319,"Benzbromarone has been used in trials studying the basic science and treatment of Heart Failure, Hyperuricemia, Chronic Kidney Disease, Abnormal Renal Function, and Gout and Asymptomatic Hyperuricemia.",1.5527728,-1.336564
DB12321,"Ifetroban has been used in trials studying the treatment of Skin Diseases, Autoimmune Diseases, Pathologic Processes, Scleroderma, Limited, and Scleroderma, Diffuse, among others.",5.6805315,-0.24814379
DB12323,"Radotinib is under investigation for the treatment of Leukemia, Myelogenous, Chronic, BCR-ABL Positive.",5.964246,1.761046
DB12327,Salvinorin A has been investigated for the basic science of Pharmaceutical Preparations.,9.645697,-6.24465
DB12328,"Cantharidin is a naturally occurring odorless, colorless fatty substance of the terpenoid class that is produced as an oral fluid in the alimentary canal of the male blister beetle. For its natural purpose, the male blister beetle secretes and presents the cantharidin to a female beetle as a copulatory gift during mating. Post-copulation, the female beetle places the cantharidin over her eggs as protection against any potential predators.",-10.1915865,-1.1736004
DB12329,"Eravacycline, known as _Xerava_ by Tetraphase Pharmaceuticals, is a fully synthetic fluorocycline antibiotic of the tetracycline class with activity against clinically significant gram-negative, gram-positive aerobic, and facultative bacteria. This includes most of those bacteria resistant to cephalosporins, fluoroquinolones, β-lactam/β-lactamase inhibitors, multidrug-resistant strains, and carbapenem-resistant Enterobacteriaceae, and the majority of anaerobic pathogens. It was first approved by the FDA on August 27, 2018. Eravacycline has demonstrated superior potency to that of antibiotics that are currently being marketed for intraabdominal infections.",5.016913,0.8125573
DB12331,"Labetuzumab govitecan has been used in trials studying the treatment of Colon Cancer, Rectal Cancer, and Metastatic Colorectal Cancer.",4.799064,8.915259
DB12332,"Rucaparib is a potent mammalian poly(ADP-ribose) polymerase (PARP) 1, 2 and 3 inhibitor with anticancer properties. PPAR is an enzyme that plays an essential role in DNA repair by activating response pathways and facilitating repair , and defects in these repair mechanisms have been demonstrated in various malignancies, including cancer. Regulation of repair pathways is critical in promoting necessary cell death. BRCA genes are tumor suppressor genes mediate several cellular process including DNA replication, transcription regulation, cell cycle checkpoints, apoptosis, chromatin structuring and homologous recombination (HR). Homologous recombination deficiency (HRD), along with PPAR inhibition, is a vulnerability that enhances the cell death pathway when the single mutations alone would permit viability. Ovarian cancer commonly possesses defects in DNA repair pathways such as HRD due to BRCA mutations or otherwise. ",1.1091,-0.96294445
DB12334,Milataxel has been used in trials studying the treatment of Mesothelioma.,-5.340667,6.550141
DB12335,"Tanezumab has been investigated for the treatment of Osteoarthritis, Knee and Neuralgia, Postherpetic.",5.1677704,8.241342
DB12338,"Carisbamate has been investigated in Alcohol Abuse, Substance Abuse, and Alcohol Dependence.",9.862518,-5.361444
DB12339,"Radezolid has been used in trials studying the treatment of Abscess, Bacterial Skin Diseases, Streptococcal Infections, Infectious Skin Diseases, and Staphylococcal Skin Infections, among others.",6.725249,3.8567965
DB12340,"Navitoclax has been used in trials studying the treatment and basic science of Solid Tumors, Non-Hodgkin's Lymphoma, EGFR Activating Mutation, Chronic Lymphoid Leukemia, and Hematological Malignancies, among others.",9.31793,5.907405
DB12341,Ly2456302 has been used in trials studying the health services research and basic science of Anxiety Disorders and Alcohol Dependence.,8.22922,-7.0763845
DB12342,"Ensituximab has been used in trials studying the treatment of Pancreatic Cancer, Adult, Metastatic Colorectal Cancer, and Metastatic Pancreatic Cancer.",4.5142665,9.437054
DB12343,"Temocillin has been investigated in Infection, Liver Dysfunction, and Urinary Tract Infection.",7.2615294,1.7544917
DB12344,Fezakinumab has been used in trials studying the treatment of Atopic Dermatitis and Rheumatoid Arthritis.,5.343982,7.939076
DB12352,"Bizelesin has been used in trials studying the treatment of Unspecified Adult Solid Tumor, Protocol Specific.",9.410078,4.7247243
DB12354,Imrecoxib has been used in trials studying the treatment of Knee Osteoarthritis.,-5.147566,-5.261142
DB12361,Piclozotan has been investigated for the treatment of Parkinson's Disease.,9.675758,-3.5146244
DB12363,"Dusigitumab has been used in trials studying the treatment of Cancer, Advanced Solid Malignancies, Unresectable or Metastatic Hepatocellular Carcinoma (HCC), and Hormone-sensitive, HER-2 Negative Metastatic Breast Cancer.",5.349908,7.9336405
DB12364,"Betrixaban is a non-vitamin K oral anticoagulant whose action is driven by the competitive and reversible inhibition of the factor Xa. It was selected among all lead compounds due to its low hERG channel affinity while sustaining its factor Xa inhibition capacity. Betrixaban, now developed by Portola Pharmaceuticals Inc., is prescribed as a venous thromboembolism (VTE) prophylactic for adult patients with moderate to severe restricted motility or with other risks for VTE. VTE can be manifested as deep vein thrombosis or pulmonary embolism and it is a leading cause of preventable death in hospitalized patients.",2.2037182,3.639953
DB12366,"Vestronidase alfa, or vestronidase alfa-vjbk, is a recombinant human lysosomal beta glucuronidase that is a purified enzyme produced by recombinant DNA technology in a Chinese hamster ovary cell line. The enzyme is a homotetramer consisted of 4 monomers with 629 amino acids, and holds the same amino acid sequence as human beta-glucuronidase (GUS). Vestronidase alfa is an enzyme replacement therapy for the treatment of mucopolysaccharidosis type VII (MPS VII), also known as Sly syndrome, which is an inherited, rare genetic metabolic condition that targets a small subset of population. MPS VII is a progressive condition that affects most tissues and organs due to the lack of a lysosomal enzyme called beta-glucuronidase, leading to buildup of toxic metabolites. The disorder is initiated with skeletal abnormalities, including short stature, along with other pathological conditions including enlarged liver and spleen, heart valve abnormalities, and narrowed airways which can lead to lung infections and trouble breathing. Last two conditions are leading causes of fatalities in patients with MPS VII. ",-3.9651463,-5.8475356
DB12371,"Siponimod, also known as _Mayzent_, by Novartis, is a new drug formulated for the management of Multiple Sclerosis (MS). It was approved by the FDA on March 26, 2019 and by Health Canada on February 20, 2020. This drug is considered a _sphingosine-1-phosphate (S1P) receptor modulator_ and is thought to play a role in suppressing the central nervous system inflammation that is associated with MS.",0.8091786,-1.050909
DB12376,Ricolinostat is under investigation for the treatment of Breast Carcinoma and Metastatic Breast Cancer.,7.868461,-3.6651168
DB12377,"Relebactam is a diazabicyclooctane beta-lactamase inhibitor, similar in structure to. It includes a piperidine ring which reduces export from bacterial cells by producing a positive charge. It is currently available in a combination product which includes and to treat complicated urinary tract infections (UTIs), pyelonephritis, and complicated intra-abdominal infections in adults. It is considered to be a last-line treatment option and gained FDA approval as part of the combination product RecarbrioⓇ in July 2019.",3.909298,-0.39122128
DB12379,Indirubin is under investigation in clinical trial NCT01735864 (Dosage Determination Trial for Indigo Naturalis Extract in Oil Ointment).,9.42412,5.9376445
DB12381,"Merestinib has been used in trials studying the treatment of Cancer, Solid Tumor, Advanced cancer, ColoRectal Cancer, and Metastatic Cancer, among others.",9.41105,4.724533
DB12382,R306465 has been used in trials studying the treatment of Neoplasms.,8.687436,4.646378
DB12385,10-hydroxycamptothecin is under investigation in clinical trial NCT00956787 (Study of AR-67 (DB-67) in Myelodysplastic Syndrome (MDS)).,9.872215,4.9677553
DB12386,BCG SSI has been used in trials studying Tuberculosis.,3.5331013,5.5640774
DB12388,Evocalcet has been used in trials studying the treatment of Hyperparathyroidism and Secondary Hyperparathyroidism.,-4.178445,-6.4636745
DB12391,"Sagopilone has been used in trials studying the treatment of Melanoma, Neoplasms, CNS Disease, Breast Cancer, and Breast Neoplasms, among others. It is a so-called fully synthetic epothilone and is the first such compound to be in clinical development to combat several forms of cancer. Epothilones are 16-member ring macrolides with antimicrotubule activity that share a similar mechanism of action to the taxanes but have demonstrated potent antiproliferative activity in several different multidrug-resistant and paclitaxel-resistant tumor cell lines in vitro and in vivo.",2.2605875,1.1140049
DB12395,Esreboxetine has been used in trials studying the treatment and basic science of Fibromyalgia.,9.807189,-6.487935
DB12396,"Fresolimumab has been used in trials studying the treatment of Primary Brain Tumors, Metastatic Breast Cancer, Diffuse Systemic Sclerosis, Pleural Malignant Mesothelioma, and Primary Focal Segmental Glomerulosclerosis.",4.395404,9.6533375
DB12399,"Polmacoxib has been used in trials studying the treatment of Osteoarthritis, Osteoarthritis, Hip, Osteoarthritis, Knee, Localized Primary Osteoarthritis of Hip, and Localized Primary Osteoarthritis of Knee.",7.0969043,-2.0451453
DB12401,"Bromperidol has been used in trials studying the treatment of Dementia, Depression, Schizophrenia, Anxiety Disorders, and Psychosomatic Disorders, among others.",9.491742,-5.8882732
DB12404,"Remimazolam is an ultra short-acting benzodiazepine used in the induction and maintenance of sedation during short (<30 minute) procedures. Recent trends in anesthesia-related drug development have touted the benefits of so-called \soft drugs\"" - these agents, such as , are designed to be metabolically fragile and thus susceptible to rapid biotransformation and elimination as inactive metabolites. These \""soft drugs\"" are useful in the context of surgical procedures, wherein a rapid onset/offset is desirable, enabling anesthesiologists to manipulate drug concentrations as needed. Remimazolam was the first \""soft\"" benzodiazepine analog to be developed and was approved for use by the FDA in July 2020 under the brand name Byfavo.""",3.361833,-10.273257
DB12406,Lisofylline has been investigated for the treatment of Type 1 Diabetes Mellitus.,-1.682216,-2.2917757
DB12409,"Vatreptacog Alfa (Activated) has been used in trials studying the treatment of Haemophilia B, Haemophilia A, Congenital Bleeding Disorder, Haemophilia A With Inhibitors, and Haemophilia B With Inhibitors.",4.720661,3.630614
DB12410,"Sabarubicin has been used in trials studying the treatment of Prostate Cancer, Testicular Germ Cell Tumor, and Unspecified Adult Solid Tumor, Protocol Specific.",10.78485,4.777795
DB12412,Gemigliptin is under investigation in Type 2 Diabetes Mellitus. Gemigliptin has been investigated for the treatment of Cancer and Cisplatin Adverse Reaction.,6.4670725,-1.2702525
DB12413,"Indusatumab vedotin has been used in trials studying the treatment of Pancreatic Adenocarcinoma, Adenocarcinoma of the Stomach, Recurrent Gastric Adenocarcinoma, Metastatic Gastric Adenocarcinoma, and Advanced Gastrointestinal Carcinoma, among others.",5.0127954,8.516316
DB12416,VTP-27999 has been used in trials studying the basic science of Renal Function.,7.8984027,-1.294197
DB12417,"Anagliptin is under investigation for the treatment of LDL Cholesterol, Coronary Disease, Diabetes Mellitus, Glycosylated Hemoglobin, and Dipeptidyl-Peptidase 4 Inhibitors.",6.4764795,-1.2474995
DB12418,Saccharin has been investigated for the treatment of Hypertension and Hyperglycemia.,-6.9238696,1.082627
