idx,id,name,PDB ID,UniProt Accession
21947.0,6546,SLC8A1,2FWS,P23685
21947.0,6546,SLC8A1,3US9,P23685
21947.0,6546,SLC8A1,2QVM,P23685
21947.0,6546,SLC8A1,2FWU,P23685
21947.0,6546,SLC8A1,3GIN,P23685
21948.0,6547,SLC8A3,2LT9,S4R2P9
21950.0,6548,SLC9A1,2YGG,P19634
21955.0,655,BMP7,1M4U,P18075
21955.0,655,BMP7,1M4U,P18075
21967.0,6563,SLC14A1,6QD5,Q13336
21967.0,6563,SLC14A1,4EZC,Q5QF96
21974.0,657,BMPR1A,2K3G,P36894
21984.0,658,BMPR1B,3MDY,O00238
21993.0,659,BMPR2,3G2F,Q13873
21998.0,6595,SMARCA2,4QY4,P51531
21998.0,6595,SMARCA2,2DAT,P51531
21998.0,6595,SMARCA2,6EG3,P51531
21999.0,6596,HLTF,4XZG,Q14527
21999.0,6596,HLTF,4S0N,Q14527
22000.0,6597,SMARCA4,2H60,P51532
22004.0,6598,SMARCB1,5L7B,Q12824
22014.0,6599,SMARCC1,5GJK,Q92922
22014.0,6599,SMARCC1,5GJK,Q92922
22014.0,6599,SMARCC1,2YUS,Q92922
22023.0,660,BMX,3SXS,P51813
22023.0,660,BMX,2EKX,P51813
22027.0,66005,CHID1,3BXW,Q9BWS9
22030.0,6602,SMARCD1,1UHR,Q61466
22037.0,6606,SMN1,1G5V,Q16637
22037.0,6606,SMN1,4A4E,Q16637
22039.0,6608,SMO,4C7A,Q5RH73
22039.0,6608,SMO,2MAH,P91682
22040.0,6609,SMPD1,5I81,P17405
22040.0,6609,SMPD1,5FI9,Q04519
22040.0,6609,SMPD1,5HQN,Q04519
22043.0,6611,SMS,3C6K,P52788
22045.0,6613,SUMO2,5GHB,P61956
22045.0,6613,SUMO2,5ELU,P61956
22045.0,6613,SUMO2,4NPN,P61956
22045.0,6613,SUMO2,4BKG,P61956
22045.0,6613,SUMO2,5EQL,P61956
22045.0,6613,SUMO2,1WM3,P61956
22048.0,6616,SNAP25,3ZUR,P60880
22048.0,6616,SNAP25,1JTH,P60881
22048.0,6616,SNAP25,1JTH,P60881
22055.0,6622,SNCA,1XQ8,P37840
22055.0,6622,SNCA,6H6B,P37840
22055.0,6622,SNCA,6A6B,P37840
22057.0,6624,FSCN1,3P53,Q16658
22059.0,6626,SNRPA,4PKD,Q06AA4
22064.0,6631,SNRPC,2VRD,P09234
22065.0,6632,SNRPD1,4V98,P62314
22065.0,6632,SNRPD1,4V98,P62314
22065.0,6632,SNRPD1,4V98,P62314
22065.0,6632,SNRPD1,4F7U,P62315
22067.0,6634,SNRPD3,4WZJ,P62318
22067.0,6634,SNRPD3,3CW1,P62318
22067.0,6634,SNRPD3,1D3B,P62318
22067.0,6634,SNRPD3,3CW1,P62318
22075.0,6642,SNX1,4FZS,Q13596
22075.0,6642,SNX1,2I4K,Q13596
22085.0,6647,SOD1,5U9M,P00441
22085.0,6647,SOD1,5YTU,P00441
22085.0,6647,SOD1,3HW7,P00442
22085.0,6647,SOD1,3ECW,P00441
22085.0,6647,SOD1,1F1A,P00445
22085.0,6647,SOD1,5J0C,P00441
22085.0,6647,SOD1,4XCR,P00441
22085.0,6647,SOD1,2MP3,P00441
22085.0,6647,SOD1,5J0F,P00441
22085.0,6647,SOD1,3F7K,B6CHW7
22085.0,6647,SOD1,3LTV,P08228
22085.0,6647,SOD1,2CW2,Q8ISJ0
22085.0,6647,SOD1,6FLH,P00441
22085.0,6647,SOD1,5J07,P00441
22085.0,6647,SOD1,5J0G,P00441
22090.0,6648,SOD2,5VF9,P04179
22090.0,6648,SOD2,2CW3,Q8ISI9
22090.0,6648,SOD2,3BFR,P00447
22091.0,6649,SOD3,2JLP,P08294
22091.0,6649,SOD3,4GUN,Q96UT6
22095.0,6652,SORD,1PL8,Q00796
22095.0,6652,SORD,3QE3,P07846
22096.0,6653,SORL1,3WSY,Q92673
22097.0,6654,SOS1,1AWE,Q07889
22097.0,6654,SOS1,1XDV,Q07889
22097.0,6654,SOS1,1DBH,Q07889
22097.0,6654,SOS1,1Q9C,Q07889
22097.0,6654,SOS1,5OVF,Q07889
22098.0,6655,SOS2,6EIE,Q07890
22103.0,666,BOK,6CKV,Q9UMX3
22103.0,666,BOK,5WDD,Q9I8I2
22104.0,6660,SOX5,1I11,P35710
22113.0,667,DST,2IAK,Q91ZU6
22116.0,6672,SP100,1H5P,P23497
22116.0,6672,SP100,5FB0,P23497
22118.0,6675,UAP1,1JV1,Q16222
22118.0,6675,UAP1,2YQJ,O74933
22118.0,6675,UAP1,1VM8,Q91YN5
22121.0,6678,SPARC,1SRA,P09486
22121.0,6678,SPARC,1NUB,P09486
22123.0,6683,SPAST,5Z6Q,Q9UBP0
22124.0,6687,SPG7,2QZ4,Q9UQ90
22125.0,6688,SPI1,1PUE,P17433
22125.0,6688,SPI1,5W3G,P17433
22127.0,669,BPGM,3NFY,P07738
22129.0,6691,SPINK2,2JXD,P20155
22130.0,6692,SPINT1,5EZD,O43278
22130.0,6692,SPINT1,5H7V,O43278
22134.0,6696,SPP1,5WRT,Q4VUZ3
22135.0,6697,SPR,4Z3K,P35270
22135.0,6697,SPR,4HWK,P35270
22135.0,6697,SPR,1OAA,Q64105
22139.0,670,BPHL,2OCI,Q86WA6
22149.0,6709,SPTAN1,1U5P,P07751
22150.0,671,BPI,1BP1,P17213
22152.0,6711,SPTBN1,1MPH,Q62261
22153.0,6712,SPTBN2,1WJM,O15020
22154.0,6713,SQLE,6C6P,Q14534
22155.0,6714,SRC,2H8H,P12931
22155.0,6714,SRC,5SYS,P00523
22155.0,6714,SRC,6F3F,P05480
22158.0,6717,SRI,1JUO,P30626
22158.0,6717,SRI,5MRA,P30626
22158.0,6717,SRI,1GJY,P05044
22159.0,6718,AKR1D1,3G1R,P51857
22160.0,672,BRCA1,1L0B,O54952
22160.0,672,BRCA1,1JM7,P38398
22160.0,672,BRCA1,1OQA,P38398
22160.0,672,BRCA1,4Y2G,P38398
22161.0,6720,SREBF1,1AM9,P36956
22163.0,6722,SRF,1SRS,P11831
22163.0,6722,SRF,1HBX,P11831
22164.0,6723,SRM,2O06,P19623
22166.0,6726,SRP9,4UYJ,P49458
22166.0,6726,SRP9,4UYJ,P49458
22166.0,6726,SRP9,5AOX,P49458
22167.0,6727,SRP14,1914,P16254
22167.0,6727,SRP14,2W9J,Q9P372
22167.0,6727,SRP14,4UE5,P16255
22167.0,6727,SRP14,4UE5,P16255
22168.0,6728,SRP19,6FRK,J9PAS6
22168.0,6728,SRP19,6FRK,J9PAS6
22168.0,6728,SRP19,1MFQ,P09132
22168.0,6728,SRP19,5M73,P09132
22168.0,6728,SRP19,4XCO,Q58440
22168.0,6728,SRP19,6FRK,J9PAS6
22168.0,6728,SRP19,1KVN,O29010
22168.0,6728,SRP19,3DLV,Q8TZT9
22168.0,6728,SRP19,2GO5,Q5RBR1
22168.0,6728,SRP19,6FRK,J9PAS6
22168.0,6728,SRP19,1JID,P09132
22168.0,6728,SRP19,2V3C,Q58440
22168.0,6728,SRP19,4XCO,Q58440
22168.0,6728,SRP19,3KTW,Q980W2
22169.0,6729,SRP54,5L3S,Q97ZE7
22169.0,6729,SRP54,1WGW,P14576
22169.0,6729,SRP54,1QB2,P61011
22169.0,6729,SRP54,2IY3,Q97ZE7
22169.0,6729,SRP54,2JQE,O29633
22169.0,6729,SRP54,1J8M,P70722
22169.0,6729,SRP54,3DM5,Q8U070
22169.0,6729,SRP54,1QZX,Q97ZE7
22169.0,6729,SRP54,5L3S,Q97ZE7
22169.0,6729,SRP54,5L3Q,P61011
22169.0,6729,SRP54,5L3Q,P61011
22170.0,673,BRAF,5J2R,P15056
22170.0,673,BRAF,2L05,P15056
22170.0,673,BRAF,5HI2,P15056
22170.0,673,BRAF,5HIE,P15056
22171.0,6730,SRP68,5WRV,Q9UHB9
22171.0,6730,SRP68,4P3F,Q9UHB9
22172.0,6731,SRP72,5M72,O76094
22172.0,6731,SRP72,5WRW,O76094
22173.0,6732,SRPK1,4WUA,Q96SB4
22174.0,6733,SRPK2,2X7G,P78362
22175.0,6734,SRPRA,2FH5,P08240
22176.0,6736,SRY,1J47,Q05066
22176.0,6736,SRY,1HRZ,Q05066
22177.0,6737,TRIM21,5OLM,P19474
22178.0,6738,RO60,2I91,P42700
22179.0,6741,SSB,4MZ9,P0AGE0
22179.0,6741,SSB,2VW9,O25841
22179.0,6741,SSB,2CWA,Q5SLP9
22179.0,6741,SSB,4GS3,Q8RBI8
22179.0,6741,SSB,1OWX,P05455
22179.0,6741,SSB,3TQY,Q83EP4
22179.0,6741,SSB,1S79,P05455
22179.0,6741,SSB,1SRU,P0AGE0
22179.0,6741,SSB,1Z9F,Q9WZ73
22179.0,6741,SSB,2IHF,Q9KH06
22179.0,6741,SSB,1UE7,P9WGD5
22179.0,6741,SSB,5YUO,P40947
22179.0,6741,SSB,1KAW,P0AGE0
22179.0,6741,SSB,1S7A,P05455
22179.0,6741,SSB,3A5U,Q9AFI5
22179.0,6741,SSB,1SE8,Q9RY51
22179.0,6741,SSB,2IHE,Q9KH06
22179.0,6741,SSB,5XGT,A0A0H3JNP6
22179.0,6741,SSB,3AFP,P46390
22179.0,6741,SSB,5ODN,Q2S565
22179.0,6741,SSB,2VOD,P05455
22179.0,6741,SSB,1X3E,Q9AFI5
22180.0,6742,SSBP1,3ULL,Q04837
22186.0,6749,SSRP1,4IFS,Q08945
22202.0,6768,ST14,3P8G,Q9Y5Y6
22202.0,6768,ST14,4ISO,Q9Y5Y6
22202.0,6768,ST14,3BN9,Q9Y5Y6
22205.0,6770,STAR,3P0L,P49675
22206.0,6772,STAT1,1YVL,P42224
22206.0,6772,STAT1,1BF5,P42224
22206.0,6772,STAT1,3WWT,P42224
22206.0,6772,STAT1,3WWT,P42224
22208.0,6774,STAT3,4ZIA,P42227
22208.0,6774,STAT3,4E68,P42227
22209.0,6775,STAT4,1BGF,P42228
22210.0,6776,STAT5A,1Y1U,P42230
22241.0,6778,STAT6,4Y5W,P42226
22300.0,6783,SULT1E1,4JVN,P49888
22300.0,6783,SULT1E1,1AQU,P49891
22302.0,6786,STIM1,2MAK,Q13586
22302.0,6786,STIM1,4O9B,Q13586
22302.0,6786,STIM1,2K60,Q13586
22302.0,6786,STIM1,3TEQ,Q13586
22305.0,6788,STK3,4LG4,Q13188
22305.0,6788,STK3,6AO5,Q13188
22305.0,6788,STK3,6AO5,Q13188
22306.0,6789,STK4,3COM,Q13043
22307.0,6790,AURKA,4UZD,O14965
22307.0,6790,AURKA,3D2K,P97477
22307.0,6790,AURKA,5G1X,O14965
22308.0,6792,CDKL5,4BGQ,O76039
22309.0,6793,STK10,6HXF,O94804
22316.0,6804,STX1A,2M8R,P32851
22316.0,6804,STX1A,1BR0,P32851
22320.0,6812,STXBP1,3C98,P61765
22320.0,6812,STXBP1,4JEH,P61765
22321.0,6813,STXBP2,4CCA,Q15833
22322.0,6814,STXBP3,3PUK,Q60770
22323.0,6815,STYX,2R0B,Q8WUJ0
22324.0,6817,SULT1A1,3U3O,P50225
22325.0,6818,SULT1A3,1CJM,P0DMM9
22326.0,6819,SULT1C2,3BFX,O00338
22328.0,6820,SULT2B1,1Q1Q,O00204
22328.0,6820,SULT2B1,1Q22,O00204
22329.0,6821,SUOX,2A99,P07850
22329.0,6821,SUOX,1SOX,P07850
22329.0,6821,SUOX,1MJ4,P51687
22330.0,6822,SULT2A1,1OV4,Q06520
22332.0,6827,SUPT4H1,3H7H,P63272
22333.0,6829,SUPT5H,6ER0,O00267
22333.0,6829,SUPT5H,2E70,O00267
22333.0,6829,SUPT5H,2DO3,O00267
22333.0,6829,SUPT5H,5OHO,O00267
22333.0,6829,SUPT5H,6EQY,O00267
22334.0,683,BST1,1ISF,Q10588
22335.0,6830,SUPT6H,6GME,Q7KZ85
22336.0,6832,SUPV3L1,3RC8,Q8IYB8
22344.0,684,BST2,2XG7,Q10589
22344.0,684,BST2,2X7A,Q10589
22344.0,684,BST2,3MQC,Q10589
22344.0,684,BST2,3NI0,Q8R2Q8
22345.0,6840,SVIL,2K6M,O95425
22347.0,6844,VAMP2,2KOG,P63045
22347.0,6844,VAMP2,2N1T,P63045
22347.0,6844,VAMP2,5W5C,P63045
22347.0,6844,VAMP2,5W5C,P63045
22347.0,6844,VAMP2,5CCI,P63045
22347.0,6844,VAMP2,1SFC,P63045
22347.0,6844,VAMP2,1N7S,P63045
22347.0,6844,VAMP2,1KIL,P63045
22347.0,6844,VAMP2,3IPD,P63045
22347.0,6844,VAMP2,3RK3,P63027
22347.0,6844,VAMP2,1SFC,P63045
22348.0,6845,VAMP7,4B93,P70280
22350.0,6847,SYCP1,6F63,Q15431
22350.0,6847,SYCP1,6F62,Q15431
22350.0,6847,SYCP1,6F5X,Q15431
22350.0,6847,SYCP1,4YTO,Q15431
22353.0,6850,SYK,4FL3,P43405
22353.0,6850,SYK,5C26,P43405
22353.0,6850,SYK,1A81,P43405
22354.0,6853,SYN1,1PK8,P09951
22354.0,6853,SYN1,1AUX,P17599
22355.0,6854,SYN2,1I7L,Q63537
22358.0,6857,SYT1,1RSY,P21707
22358.0,6857,SYT1,1UOW,P21707
22358.0,6857,SYT1,3F01,P21579
22358.0,6857,SYT1,2KI6,P21579
22360.0,6860,SYT4,1UGK,Q9H2B2
22360.0,6860,SYT4,1W15,P50232
22361.0,6861,SYT5,5H4Y,O00445
22362.0,6862,TBXT,6F58,O15178
22362.0,6862,TBXT,1XBR,P24781
22367.0,6868,ADAM17,3CKI,P78536
22367.0,6868,ADAM17,3EDZ,P78536
22368.0,6869,TACR1,2KS9,P25103
22371.0,6871,TADA2A,2AQF,Q8CHV6
22371.0,6871,TADA2A,1X41,O75478
22371.0,6871,TADA2A,2CUJ,Q8CHV6
22372.0,6872,TAF1,6MZM,P21675
22372.0,6872,TAF1,6MZL,P21675
22372.0,6872,TAF1,6MZM,P21675
22372.0,6872,TAF1,6MZL,P21675
22372.0,6872,TAF1,6MZD,P21675
22372.0,6872,TAF1,6MZM,P21675
22372.0,6872,TAF1,6MZM,P21675
22372.0,6872,TAF1,6MZM,P21675
22372.0,6872,TAF1,4OY2,P46677
22372.0,6872,TAF1,6MZL,P21675
22373.0,6873,TAF2,6MZC,Q6P1X5
22373.0,6873,TAF2,6MZC,Q6P1X5
22374.0,6874,TAF4,1H3O,O00268
22374.0,6874,TAF4,1H3O,O00268
22374.0,6874,TAF4,2P6V,O00268
22376.0,6876,TAGLN,1UJO,P37804
22377.0,6877,TAF5,6F3T,Q15542
22377.0,6877,TAF5,2NXP,Q15542
22377.0,6877,TAF5,2J49,P38129
22377.0,6877,TAF5,6F3T,Q15542
22377.0,6877,TAF5,6F3T,Q15542
22380.0,688,KLF5,2EBT,Q13887
22381.0,6880,TAF9,1TAF,Q27272
22381.0,6880,TAF9,1TAF,Q27272
22382.0,6881,TAF10,4WV4,Q12962
22382.0,6881,TAF10,4WV4,Q12962
22385.0,6884,TAF13,1BH8,Q15543
22387.0,6886,TAL1,2YPB,P17542
22387.0,6886,TAL1,2YPB,P17542
22389.0,6888,TALDO1,1F05,P37837
22389.0,6888,TALDO1,2E1D,Q93092
22391.0,6890,TAP1,2IXE,P36370
22391.0,6890,TAP1,5U1D,Q03518
22391.0,6890,TAP1,5U1D,Q03518
22391.0,6890,TAP1,5U1D,Q03518
22391.0,6890,TAP1,1JJ7,Q03518
22394.0,6894,TARBP1,2HA8,Q13395
22395.0,6895,TARBP2,5N8L,Q15633
22395.0,6895,TARBP2,3ADL,Q15633
22395.0,6895,TARBP2,2CPN,Q15633
22395.0,6895,TARBP2,3LLH,Q15633
22396.0,6897,TARS1,4P3N,P26639
22396.0,6897,TARS1,1WWT,P26639
22397.0,6898,TAT,4IX8,A4IDL0
22397.0,6898,TAT,1JFW,P04610
22397.0,6898,TAT,1TAC,P12506
22397.0,6898,TAT,3DYD,P17735
22397.0,6898,TAT,1TBC,P12506
22397.0,6898,TAT,1K5K,P04613
22397.0,6898,TAT,1TVS,O89467
22397.0,6898,TAT,3PDX,Q8QZR1
22398.0,6899,TBX1,4A04,O43435
22401.0,6900,CNTN2,5E7L,Q61330
22403.0,6902,TBCA,1H7C,O75347
22404.0,6903,TBCC,2L3L,Q15814
22404.0,6903,TBCC,2YUH,Q15814
22407.0,6906,SERPINA7,2XN5,P05543
22409.0,6908,TBP,5FUR,P20226
22409.0,6908,TBP,5FUR,P20226
22409.0,6908,TBP,2Z8U,Q57930
22409.0,6908,TBP,5FUR,P20226
22409.0,6908,TBP,1NVP,P20226
22409.0,6908,TBP,1MP9,Q9UWN7
22409.0,6908,TBP,1D3U,P62001
22409.0,6908,TBP,1TGH,P20226
22409.0,6908,TBP,1AIS,P62001
22411.0,6910,TBX5,5BQD,Q99593
22411.0,6910,TBX5,2X6V,Q99593
22416.0,6917,TCEA1,3NDQ,P23193
22417.0,6919,TCEA2,2LW4,Q15560
22418.0,6920,TCEA3,1WJT,P23881
22481.0,6923,ELOB,6C5X,Q15370
22481.0,6923,ELOB,1VCB,Q15370
22481.0,6923,ELOB,6GFX,Q15370
22481.0,6923,ELOB,6C5X,Q15370
22483.0,6924,ELOA,4HFX,Q14241
22485.0,6926,TBX3,1H6F,O15119
22486.0,6927,HNF1A,1LFB,P15257
22486.0,6927,HNF1A,1IC8,P20823
22487.0,6928,HNF1B,2H8R,P35680
22487.0,6928,HNF1B,2DA6,P35680
22488.0,6929,TCF3,2QL2,P15806
22488.0,6929,TCF3,2QL2,P15806
22590.0,6935,ZEB1,2E19,P37275
22601.0,6947,TCN1,4KKJ,P20061
22602.0,6948,TCN2,4ZRP,P20062
22602.0,6948,TCN2,2BB6,Q9XSC9
22604.0,695,BTK,1B55,Q06187
22604.0,695,BTK,4Y93,Q3ZC95
22604.0,695,BTK,6E4F,Q06187
22604.0,695,BTK,4XI2,P35991
22605.0,6950,TCP1,5GW4,P12612
22605.0,6950,TCP1,5GW5,P12612
22605.0,6950,TCP1,4V8R,P12612
22605.0,6950,TCP1,5GW5,P12612
22605.0,6950,TCP1,5GW4,P12612
22605.0,6950,TCP1,5GW5,P12612
22605.0,6950,TCP1,4V8R,P12612
22605.0,6950,TCP1,4B2T,Q32L40
22605.0,6950,TCP1,4B2T,Q32L40
22605.0,6950,TCP1,4B2T,Q32L40
22605.0,6950,TCP1,4B2T,Q32L40
22605.0,6950,TCP1,4B2T,Q32L40
22605.0,6950,TCP1,4B2T,Q32L40
22605.0,6950,TCP1,4V8R,P12612
22605.0,6950,TCP1,4B2T,Q32L40
22638.0,699,BUB1,5DMZ,O43683
22638.0,699,BUB1,3ESL,A6ZUJ9
22638.0,699,BUB1,4A1G,O43683
22643.0,6996,TDG,1WYW,Q13569
22643.0,6996,TDG,5HF7,Q13569
22643.0,6996,TDG,5JXY,Q13569
22646.0,6999,TDO2,6A4I,P48775
22648.0,7001,PRDX2,1QMV,P32119
22648.0,7001,PRDX2,5B8A,P32119
22650.0,7003,TEAD1,4Z8E,P28347
22650.0,7003,TEAD1,5NNX,P28347
22651.0,7004,TEAD4,5GZB,Q15561
22653.0,7006,TEC,2LUL,P42680
22657.0,701,BUB1B,2WVI,O60566
22658.0,7010,TEK,4K0V,Q02763
22658.0,7010,TEK,1FVR,Q02763
22658.0,7010,TEK,3BEA,Q02763
22661.0,7013,TERF1,3L82,P54274
22661.0,7013,TERF1,1ITY,P54274
22661.0,7013,TERF1,3BQO,P54274
22662.0,7014,TERF2,3BU8,Q15554
22662.0,7014,TERF2,1VFC,Q15554
22662.0,7014,TERF2,4M7C,Q15554
22663.0,7015,TERT,6D6V,O77448
22663.0,7015,TERT,6E53,Q0QHL8
22663.0,7015,TERT,5C9H,O77448
22663.0,7015,TERT,6D6V,O77448
22663.0,7015,TERT,2R4G,O77448
22663.0,7015,TERT,4LMO,Q4KTA7
22663.0,7015,TERT,5UGW,O14746
22663.0,7015,TERT,4O26,Q1PS67
22665.0,7018,TF,1JNF,P19134
22665.0,7018,TF,1H76,P09571
22666.0,7019,TFAM,6ERQ,Q00059
22672.0,7025,NR2F1,2EBL,P10589
22673.0,7026,NR2F2,3CJW,P24468
22674.0,7027,TFDP1,5TUU,Q14186
22674.0,7027,TFDP1,2AZE,Q14186
22674.0,7027,TFDP1,5TUV,Q14186
22674.0,7027,TFDP1,5TUV,Q14186
22677.0,7031,TFF1,1HI7,P04155
22678.0,7032,TFF2,1PSP,P01359
22680.0,7035,TFPI,1ADZ,P10646
22680.0,7035,TFPI,4DTG,P10646
22680.0,7035,TFPI,1IRH,P10646
22680.0,7035,TFPI,4BQD,P10646
22682.0,7037,TFRC,6D05,P02786
22682.0,7037,TFRC,6D03,P02786
22685.0,7040,TGFB1,4KV5,P01137
22685.0,7040,TGFB1,3RJR,P07200
22685.0,7040,TGFB1,6GFF,P01137
22685.0,7040,TGFB1,6GFF,P01137
22687.0,7042,TGFB2,4KXZ,P61812
22687.0,7042,TGFB2,5TX2,P27090
22688.0,7043,TGFB3,1TGJ,P10600
22690.0,7045,TGFBI,5NV6,Q15582
22690.0,7045,TGFBI,1X3B,Q15582
22691.0,7046,TGFBR1,1PY5,P36897
22691.0,7046,TGFBR1,2L5S,P36897
22693.0,7048,TGFBR2,1KS6,Q90999
22693.0,7048,TGFBR2,5TX4,P37173
22693.0,7048,TGFBR2,5TX4,P37173
22693.0,7048,TGFBR2,5E8V,P37173
22693.0,7048,TGFBR2,5TY4,P37173
22696.0,7050,TGIF1,6FQP,Q15583
22696.0,7050,TGIF1,2LK2,Q15583
22696.0,7050,TGIF1,6FQQ,Q15583
22697.0,7051,TGM1,2XZZ,P22735
22698.0,7052,TGM2,3LY6,P21980
22698.0,7052,TGM2,1G0D,P52181
22699.0,7053,TGM3,1L9N,Q08188
22700.0,7054,TH,2MDA,P04177
22700.0,7054,TH,1TOH,P04177
22700.0,7054,TH,2XSN,P07101
22702.0,7056,THBD,1DQB,P07204
22703.0,7057,THBS1,3R6B,P07996
22703.0,7057,THBS1,1UX6,P07996
22703.0,7057,THBS1,2OUJ,P07996
22703.0,7057,THBS1,1LSL,P07996
22703.0,7057,THBS1,2ERF,P07996
22704.0,7058,THBS2,2RHP,P35442
22706.0,706,TSPO,2MGY,P50637
22706.0,706,TSPO,4UC1,Q9RFC8
22706.0,706,TSPO,4RYM,Q81BL7
22709.0,7064,THOP1,2O36,P52888
22710.0,7066,THPO,1V7N,P40225
22711.0,7067,THRA,2H79,Q6FH41
22711.0,7067,THRA,3UVV,P04625
22712.0,7068,THRB,6CYZ,B1MLU6
22712.0,7068,THRB,2PPQ,Q8UHA8
22712.0,7068,THRB,3D57,P10828
22712.0,7068,THRB,5WAT,P07128
22712.0,7068,THRB,1H73,Q58504
22712.0,7068,THRB,5WAS,P07128
22712.0,7068,THRB,3HUL,Q8Y4A6
22712.0,7068,THRB,4RPF,Q1CMW6
22713.0,7069,THRSP,3ONT,Q62264
22717.0,7073,TIAL1,2DH7,Q01085
22718.0,7074,TIAM1,4NXP,Q13009
22718.0,7074,TIAM1,1FOE,Q60610
22718.0,7074,TIAM1,4K2O,Q13009
22718.0,7074,TIAM1,2D8I,Q13009
22720.0,7076,TIMP1,1D2B,P01033
22721.0,7077,TIMP2,4ILW,P16035
22721.0,7077,TIMP2,2TMP,P16035
22724.0,708,C1QBP,3RPX,Q07021
22724.0,708,C1QBP,1P32,Q07021
22725.0,7080,NKX2-1,1FTT,P23441
22726.0,7082,TJP1,3TSW,Q07157
22726.0,7082,TJP1,2KXR,Q07157
22726.0,7082,TJP1,3SHU,Q07157
22726.0,7082,TJP1,3LH5,Q07157
22726.0,7082,TJP1,3CYY,Q07157
22726.0,7082,TJP1,2RCZ,Q07157
22726.0,7082,TJP1,4Q2Q,Q07157
22726.0,7082,TJP1,3SHW,Q07157
22726.0,7082,TJP1,4OEP,Q07157
22726.0,7082,TJP1,3TSV,Q07157
22727.0,7083,TK1,2ORV,P04183
22727.0,7083,TK1,1XBT,P04183
22729.0,7086,TKT,4KXX,P29401
22729.0,7086,TKT,3RIM,P9WG25
22730.0,7087,ICAM5,4OIB,Q9UMF0
22731.0,7088,TLE1,4OM3,Q04724
22731.0,7088,TLE1,5MWJ,Q04724
22735.0,7092,TLL1,3EDI,O43897
22737.0,7094,TLN1,1SJ7,P26039
22737.0,7094,TLN1,4F7G,P26039
22737.0,7094,TLN1,2L7N,P26039
22737.0,7094,TLN1,2L7A,P26039
22737.0,7094,TLN1,4F7G,P26039
22737.0,7094,TLN1,2KC2,P26039
22737.0,7094,TLN1,2KVP,P26039
22737.0,7094,TLN1,5NL1,P26039
22737.0,7094,TLN1,3DYJ,P26039
22737.0,7094,TLN1,2JSW,P26039
22737.0,7094,TLN1,2KGX,P26039
22737.0,7094,TLN1,2LQG,P26039
22737.0,7094,TLN1,1U89,P26039
22737.0,7094,TLN1,2L10,P26039
22737.0,7094,TLN1,3IVF,P26039
22737.0,7094,TLN1,2HRJ,P54939
22737.0,7094,TLN1,2H7E,P54939
22737.0,7094,TLN1,2KMA,P26039
22737.0,7094,TLN1,5FZT,P26039
22737.0,7094,TLN1,2B0H,P26039
22737.0,7094,TLN1,1SJ8,P26039
22737.0,7094,TLN1,5IC0,P26039
22739.0,7096,TLR1,1FYV,Q15399
22740.0,7097,TLR2,2Z7X,O60603
22740.0,7097,TLR2,3A79,Q9QUN7
22740.0,7097,TLR2,2Z7X,O60603
22740.0,7097,TLR2,2Z80,O60603
22740.0,7097,TLR2,1O77,O60603
22740.0,7097,TLR2,5D3I,Q9QUN7
22741.0,7098,TLR3,3CIG,Q99MB1
22741.0,7098,TLR3,3ULU,O15455
22744.0,710,SERPING1,2OAY,P05155
22745.0,7100,TLR5,3J0A,O60602
22757.0,7111,TMOD1,4Z8G,P28289
22758.0,7112,TMPO,1GJJ,P42166
22765.0,712,C1QA,2WNV,P02745
22765.0,712,C1QA,2JG8,P02745
22768.0,7123,CLEC3B,1HTN,P05452
22769.0,7124,TNF,5YOY,P01375
22769.0,7124,TNF,3ALQ,P01375
22769.0,7124,TNF,2TNF,P06804
22769.0,7124,TNF,3IT8,P01375
22770.0,7125,TNNC2,1JC2,P02588
22770.0,7125,TNNC2,2TN4,P02586
22770.0,7125,TNNC2,2W4U,P02588
22770.0,7125,TNNC2,1TNP,P02588
22770.0,7125,TNNC2,2W4U,P02588
22770.0,7125,TNNC2,1TRF,P10246
22770.0,7125,TNNC2,1TOP,P02588
22772.0,7127,TNFAIP2,5B86,Q61333
22773.0,7128,TNFAIP3,3DKB,P21580
22775.0,7130,TNFAIP6,2N40,P98066
22776.0,7132,TNFRSF1A,1ICH,P19438
22776.0,7132,TNFRSF1A,1NCF,P19438
22778.0,7134,TNNC1,4Y99,P63316
22778.0,7134,TNNC1,1DTL,P09860
22778.0,7134,TNNC1,4GJF,P63316
22778.0,7134,TNNC1,1J1D,P63316
22778.0,7134,TNNC1,1J1E,P63316
22778.0,7134,TNNC1,1OZS,P63316
22778.0,7134,TNNC1,1J1E,P63316
22781.0,7137,TNNI3,2N7L,P19429
22781.0,7137,TNNI3,5VLN,P19429
22784.0,714,C1QC,5HKJ,P02747
22785.0,7140,TNNT3,1YTZ,P12620
22785.0,7140,TNNT3,1YTZ,P12620
22788.0,7143,TNR,1TDQ,Q05546
22791.0,7148,TNXB,2CUI,P22105
22792.0,715,C1R,1MD7,P00736
22792.0,715,C1R,6F1D,P00736
22792.0,715,C1R,1GPZ,P00736
22792.0,715,C1R,2QY0,P00736
22792.0,715,C1R,6F1H,P00736
22792.0,715,C1R,6F1H,P00736
22792.0,715,C1R,2QY0,P00736
22793.0,7150,TOP1,1OIS,P04786
22793.0,7150,TOP1,1SC7,P11387
22794.0,7153,TOP2A,4FM9,P11388
22794.0,7153,TOP2A,1ZXN,P11388
